state_year_county,data_status_note,state_fips,county_fips,fips,state,county_name,year,population,population_change,births,deaths,natural_change,international_migration,domestic_migration,net_migration,group_quarters_population,birth_rate_per_1000,death_rate_per_1000,natural_change_rate_per_1000,international_migration_rate_per_1000,domestic_migration_rate_per_1000,net_migration_rate_per_1000,housing_units,permits_one_unit_units,permits_two_unit_units,permits_three_four_unit_units,permits_five_plus_unit_units,permits_total_units_authorized,permits_total_value_authorized,permits_total_reported_units,poverty_all_estimate,poverty_all_ci_low,poverty_all_ci_high,poverty_all_pct,poverty_all_pct_ci_low,poverty_all_pct_ci_high,poverty_child_estimate,poverty_child_ci_low,poverty_child_ci_high,poverty_child_pct,poverty_child_pct_ci_low,poverty_child_pct_ci_high,poverty_age_5_17_estimate,poverty_age_5_17_pct,median_household_income,median_household_income_ci_low,median_household_income_ci_high,civilian_labor_force,employed_people,unemployed_people,unemployment_rate_pct,bea_personal_income_thousands_usd,bea_population,bea_per_capita_personal_income_usd,bea_real_gdp_thousands_2017_usd,bea_real_gdp_quantity_index,bea_current_gdp_thousands_usd,annual_hpi_change_pct,hpi,hpi_1990_base,hpi_2000_base,land_area_sq_miles,high_school_graduate_or_higher_pct_age_18plus,homeownership_rate_pct,housing_cost_burdened_households_pct,income_inequality_top_bottom_quintile_ratio,state_minimum_wage_usd_per_hour,medicaid_expansion_status,housing_units_per_capita,population_density_per_sq_mile,permits_total_units_per_1000_population,population_growth_rate_pct,housing_supply_growth_rate_pct,foreclosure_rate_per_100_mortgages
California | Amador County | 2025,2025 is complete only for sources that had published county data by 2026-07-24; blanks from lagged sources are not zero.,06,005,06005,California,Amador County,2025,41876,-98,303,505,-202,24,81,105,4207,7.227191413,12.04531902,-4.818127609,0.572450805,1.932021467,2.504472272,19263,67,0,0,0,67,15522037,66,,,,,,,,,,,,,,,,,,15074,14169,905,6,,,,,,,1.97,475.39,292.43,241.72,594.585,,,,,16.5,1,0.4600009552010698,70.42895464904092,1.599961791957207,-0.233477867,0.2915603686156176,
California | Butte County | 2010,,06,007,06007,California,Butte County,2010,219949,,622,516,,39,-181,-142,4902,,,,,,,95922,157,0,58,297,512,61181931,512,43392,38600,48184,20.1,17.9,22.3,11339,9308,13370,25.1,20.6,29.6,7528,22.9,41168,39227,43109,102711,88306,14405,14,7254896,219883,32994,8103725,88.262,7113018,-8.72,593.07,187.65,152.97,1636.512,85.7,61.04580367178719,45.37188492254402,13.102655198204936,8,0,0.43611018918021904,134.40109207876264,2.327812356500825,,,
California | Butte County | 2011,,06,007,06007,California,Butte County,2011,219975,,2443,2179,,70,-301,-231,4858,11.10646384,9.906256535,,0.318236786,-1.368418181,-1.050181395,96415,202,0,0,38,240,42691853,240,48784,43958,53610,22.6,20.4,24.8,12426,10486,14366,28,23.6,32.4,8259,25.6,39208,37490,40926,100261,86544,13717,13.7,7394936,219639,33669,8041960,87.589,7252580,-7.87,546.38,172.88,140.93,1636.512,86.1,60.17193456908371,46.02603258,13.365106382978723,8,0,0.4382998067962268,134.41697952718954,1.0910330719399932,0.011820922122862676,0.5139592585642561,
California | Butte County | 2012,,06,007,06007,California,Butte County,2012,220869,,2403,2247,,134,629,763,5275,10.90181561,10.19408226,,0.607924799,2.853617153,3.461541951,96645,213,0,7,131,351,61207212,351,47341,42954,51728,21.8,19.8,23.8,12092,10339,13845,27.1,23.2,31,8355,25.8,40748,38995,42501,100719,88431,12288,12.2,7606689,220257,34536,7907486,86.125,7266075,-2.75,531.33,168.11,137.04,1636.512,86.7,59.756376770286735,45.18693179055861,13.603334921391138,8,0,0.43756706464012607,134.96326333079134,1.5891772951387475,0.4064098192976484,0.2385520925167306,
California | Butte County | 2013,,06,007,06007,California,Butte County,2013,221641,,2321,2304,,218,555,773,5325,10.49015841,10.41332399,,0.985288468,2.508417889,3.493706357,96989,307,16,19,178,520,90740768,520,46621,42225,51017,21.4,19.4,23.4,11074,9172,12976,25,20.7,29.3,7246,22.4,42395,40338,44452,101489,90932,10557,10.4,7807319,220755,35366,8100816,88.23,7632275,8.12,574.5,181.77,148.18,1636.512,87.7,59.660887504249374,44.385817058126605,14.114513463594829,8,0,0.43759502980044307,135.43499833792848,2.3461363195437666,0.3495284535177001,0.35594184903513515,
California | Butte County | 2014,,06,007,06007,California,Butte County,2014,223516,,2503,2170,,316,1235,1551,5324,11.2454707,9.749369324,,1.419723828,5.5486042,6.968328028,97517,355,6,6,183,550,92522396,550,48151,44057,52245,21.9,20,23.8,10825,9111,12539,24.3,20.4,28.2,7829,24.2,42302,40264,44340,101167,92309,8858,8.8,8138129,222355,36600,7914931,86.206,7591042,8.05,620.75,196.41,160.11,1636.512,88,58.26573439517267,43.619237939732166,15.148767692764526,9,1,0.4362864403443154,136.58072779179133,2.4606739562268474,0.8459626152200972,0.5443916320407416,
California | Butte County | 2015,,06,007,06007,California,Butte County,2015,224631,,2475,2330,,256,733,989,5422,11.04548284,10.39837375,,1.142482266,3.27124805,4.413730316,98073,356,14,36,215,621,124758217,621,47269,43235,51303,21.4,19.6,23.2,10594,8781,12407,23.8,19.7,27.9,7335,22.6,45369,43693,47045,101102,93820,7282,7.2,8782120,223198,39347,8282989,90.214,8041144,4.08,646.09,204.42,166.64,1636.512,88,57.22312025,42.76789946401877,15.806501230516815,9,1,0.43659601746864857,137.26205490702176,2.764533835490204,0.49884572021690055,0.5701569982669685,
California | Butte County | 2016,,06,007,06007,California,Butte County,2016,226231,,2464,2403,,226,1316,1542,5399,10.93017376,10.65958098,,1.002524054,5.837706438,6.840230492,98692,445,0,39,213,697,95200826,697,43428,38902,47954,19.5,17.5,21.5,10257,8444,12070,22.9,18.8,27,7030,21.7,45097,42111,48083,99858,93130,6728,6.7,9126674,224502,40653,8845128,96.337,8682904,6.89,690.63,218.52,178.13,1636.512,88.3,56.79786970749727,41.93189648,16.67314215232809,10,1,0.4362443696929245,138.23974404098473,3.0809217127626187,0.7122792490795948,0.6311625014020272,
California | Butte County | 2017,,06,007,06007,California,Butte County,2017,228696,,2443,2501,,179,2335,2514,5426,10.74018469,10.99517065,,0.786939443,10.26538324,11.05232268,99438,457,8,3,355,823,144286531,823,40728,36647,44809,18.1,16.3,19.9,10208,8436,11980,22.6,18.7,26.5,6893,21.2,48634,45973,51295,100244,94319,5925,5.9,9423550,226704,41568,9181452,100,9181452,6.58,736.1,232.9,189.86,1636.512,88.8,57.653368357686205,41.70717363386503,17.084858734580184,10.5,1,0.43480428166649177,139.74599636299644,3.598663728268094,1.089594264269711,0.7558870019859665,
California | Butte County | 2018,,06,007,06007,California,Butte County,2018,230339,,2431,2568,,99,1684,1783,5458,10.59178494,11.18868932,,0.431339658,7.337131156,7.768470814,100074,595,22,12,74,703,141164321,677,42016,37941,46091,18.5,16.7,20.3,9152,7244,11060,20.1,15.9,24.3,5847,17.9,50945,48137,53753,99842,94712,5130,5.1,9718118,228059,42612,9272932,100.996,9461545,7.5,791.34,250.38,204.11,1636.512,89.3,57.63468787,41.575445374543904,17.424417485076063,11,1,0.434463986,140.74996089243464,3.0520233221469226,0.7184209605764824,0.6395945212091858,
California | Butte County | 2019,,06,007,06007,California,Butte County,2019,219186,,2422,2527,,103,-11249,-11146,5337,10.77581892,11.2429787,,0.458261498,-50.04838441,-49.59012291,86209,885,6,64,471,1426,257773412,1206,34503,30323,38683,16.1,14.2,18,6997,5071,8923,16.1,11.7,20.5,4767,15.1,58394,54390,62398,96143,91127,5016,5.2,9925301,216181,45912,9457300,103.004,9869630,13.04,894.55,283.04,230.73,1636.512,89.2,58.344299393944915,39.91056388380576,17.815867324069924,12,1,0.3933143540189611,133.93485657300405,6.5058899747246635,-4.841993757,-13.85474749,
California | Butte County | 2020,,06,007,06007,California,Butte County,2020,210204,-1425,484,519,-35,1,-1249,-1248,4939,,,,,,,90238,1430,82,95,230,1837,345502967,1596,35963,31105,40821,17.3,15,19.6,7852,5909,9795,18.7,14.1,23.3,5817,19,54718,49240,60196,91448,82770,8678,9.5,10793250,210222,51342,8898694,96.92,9551736,1.78,910.5,288.09,234.84,1636.512,89.7,59.009484152391295,39.19479938348332,18.042205818497607,12,1,0.4292877395292192,128.44635419721945,8.739129607428973,,,
California | Butte County | 2021,,06,007,06007,California,Butte County,2021,206353,-3851,2009,2492,-483,64,-3265,-3201,2764,9.645738758,11.96474912,-2.319010364,0.307280876,-15.67612596,-15.36884508,91003,1193,44,67,746,2050,336723046,1786,33874,30026,37722,16.6,14.7,18.5,7622,6017,9227,18.3,14.4,22.2,5417,17.6,62982,60248,65716,90329,84057,6272,6.9,11566169,206351,56051,9113794,99.263,10339034,10.39,1005.14,318.03,259.25,1636.512,90.3,58.627295547628485,38.084656989024126,17.56562025720904,13,1,0.4410064307279274,126.09317866291235,9.934432743890325,-1.832029838,0.847758151,
California | Butte County | 2022,,06,007,06007,California,Butte County,2022,207312,959,2044,2599,-555,272,1214,1486,4769,9.882392757,12.56572347,-2.683330714,1.315073792,5.869483761,7.184557553,92581,989,50,48,766,1853,364154664,1853,37152,33470,40834,18.3,16.5,20.1,7632,5954,9310,18.7,14.6,22.8,5343,17.8,63353,59804,66902,90034,85917,4117,4.6,11255350,207384,54273,8934657,97.312,10865815,10.12,1106.83,350.2,285.48,1636.512,90.3,59.808700095939216,37.892410279463554,17.19108695652174,14,1,0.44657810449949836,126.6791810875814,8.938218723469939,0.46473760982395085,1.734008768941675,
California | Butte County | 2023,,06,007,06007,California,Butte County,2023,207286,-26,1904,2303,-399,386,38,424,4552,9.184800699,11.10955673,-1.924756029,1.862044679,0.183310098,2.045354777,94202,691,20,16,202,929,166005073,805,40532,36792,44272,19.9,18.1,21.7,8618,7109,10127,20.8,17.2,24.4,5692,18.4,63084,59966,66202,91155,86411,4744,5.2,11828606,207354,57045,9375259,102.111,11864633,-1.79,1086.97,343.92,280.36,1636.512,90.3,60.88666024,39.14730641858584,17.69348028340371,15.5,1,0.4544542323167025,126.6632936391545,4.481730555850371,-0.012541483,1.750899212581425,
California | Butte County | 2024,,06,007,06007,California,Butte County,2024,208586,1300,2036,2222,-186,625,866,1491,4376,9.7914743,10.6859803,-0.894506002,3.005732533,4.164742998,7.170475531,95677,657,28,7,254,946,155970920,692,38330,34520,42140,18.7,16.8,20.6,8519,6811,10227,20.7,16.5,24.9,5450,17.6,65143,61668,68618,91716,86310,5406,5.9,12748115,208334,61191,9976475,108.659,12901012,2.81,1117.56,353.6,288.25,1636.512,90.6,60.03869335516036,40.93077268867689,17.694747489343257,16,1,0.45869329676967774,127.4576660604994,4.535299588658875,0.6271528226701184,1.5657841659412641,
California | Butte County | 2025,2025 is complete only for sources that had published county data by 2026-07-24; blanks from lagged sources are not zero.,06,007,06007,California,Butte County,2025,209211,625,1985,2217,-232,329,504,833,4516,9.502222371,10.61280957,-1.110587199,1.574927537,2.41265495,3.987582486,97072,662,28,6,301,997,165852800,505,,,,,,,,,,,,,,,,,,91603,85925,5678,6.2,,,,,,,0.48,1122.93,355.3,289.63,1636.512,,,,,16.5,1,0.46399089914010255,127.83957587845369,4.765523801329758,0.2996366007306239,1.4580306656772235,
California | Calaveras County | 2010,,06,009,06009,California,Calaveras County,2010,45468,,74,141,,3,-39,-36,493,,,,,,,27938,45,0,0,0,45,13647555,45,4996,3771,6221,11.1,8.4,13.8,1573,1185,1961,18.3,13.8,22.8,1077,16.3,50745,47183,54307,21043,17974,3069,14.6,1669670,45442,36743,1247463,87.208,1082930,-13.55,273.94,163.73,126.79,1020.016,90.7,77.67266053442286,42.20622183137298,10.891208635137057,8,0,0.6144541215800123,44.57577136044925,0.9897070467141726,,,
California | Calaveras County | 2011,,06,009,06009,California,Calaveras County,2011,45160,,333,453,,13,-200,-187,493,7.348722249,9.996910447,,0.286887055,-4.413646997,-4.126759942,27978,29,0,0,0,29,8640126,29,5563,4355,6771,12.5,9.8,15.2,1701,1302,2100,20.4,15.6,25.2,1135,17.7,50599,45986,55212,20589,17698,2891,14,1689688,45033,37521,1262941,88.29,1108903,-13.9,235.88,140.98,109.17,1020.016,92.4,76.89022636248977,42.75930086022684,11.59462477665277,8,0,0.6195305580159434,44.27381531270098,0.6421612046058459,-0.67739949,0.14317417137947874,
California | Calaveras County | 2012,,06,009,06009,California,Calaveras County,2012,44815,,354,452,,6,-252,-246,493,7.868852459,10.04723534,,0.133370381,-5.601555988,-5.468185607,28000,29,0,0,0,29,7480843,29,6249,5090,7408,14.1,11.5,16.7,1686,1325,2047,20.9,16.4,25.4,1157,18.5,50962,46767,55157,20147,17648,2499,12.4,1668101,44588,37411,1172114,81.941,1046430,-0.97,233.6,139.62,108.12,1020.016,92.8,77.61941877296515,44.326928401351125,12.589084698392982,8,0,0.6247908066495593,43.93558532415178,0.6471047640299007,-0.763950399,0.078633212,
California | Calaveras County | 2013,,06,009,06009,California,Calaveras County,2013,44655,,324,510,,22,13,35,493,7.242651168,11.40046943,,0.491784956,0.290600201,0.782385157,28024,43,0,0,0,43,11735136,43,6617,5453,7781,15,12.4,17.6,1689,1338,2040,21.8,17.3,26.3,1194,19.8,52598,48423,56773,20203,18177,2026,10,1673573,44328,37754,1142856,79.895,1044269,8.47,253.37,151.44,117.27,1020.016,92.8,77.7381273,43.33997123575617,12.73315699393185,8,0,0.6275669018027097,43.778725039607224,0.9629380808420109,-0.357023318,0.085714286,
California | Calaveras County | 2014,,06,009,06009,California,Calaveras County,2014,44671,,366,469,,28,96,124,494,8.19470255,10.50086201,,0.626917135,2.149430177,2.776347312,28079,70,0,0,0,70,20733165,70,6057,4889,7225,13.7,11.1,16.3,1577,1219,1935,20.6,15.9,25.3,1091,18.5,53321,48734,57908,20227,18588,1639,8.1,1759276,44246,39761,1151410,80.493,1079185,15.03,291.45,174.19,134.89,1020.016,92.5,77.93912063,42.28844657,13.238455349959777,9,1,0.6285733473618231,43.79441106806168,1.5670121555371495,0.035830254170865494,0.19626034827291416,
California | Calaveras County | 2015,,06,009,06009,California,Calaveras County,2015,44965,,358,467,,37,364,401,491,7.98786202,10.41992057,,0.825561159,8.121736802,8.947297961,28143,102,0,0,0,102,30426901,102,5781,4598,6964,13,10.3,15.7,1598,1266,1930,21.2,16.8,25.6,1083,18.6,52471,47918,57024,20557,19242,1315,6.4,1897268,44440,42693,1205964,84.307,1160912,9.05,317.82,189.95,147.1,1020.016,91.6,78.03064545290182,41.08309455587393,14.20215850515464,9,1,0.6258868008451017,44.08264184,2.268431001890359,0.6581451053256027,0.22792834502654014,
California | Calaveras County | 2016,,06,009,06009,California,Calaveras County,2016,45322,,377,522,,38,464,502,493,8.351146898,11.56312647,,0.841760165,10.27833464,11.12009481,27731,182,0,0,0,182,48933657,182,5833,4638,7028,13.1,10.4,15.8,1536,1202,1870,20.4,16,24.8,1034,18.2,57990,52273,63707,16280,15099,1181,7.3,1967729,44674,44046,1303589,91.132,1277857,7.9,342.93,204.96,158.72,1020.016,90.4,75.62964468839647,40.671728971962615,13.903709198813056,10,1,0.6118662018445787,44.43263635080234,4.015709809805393,0.7939508506616288,-1.46395196,
California | Calaveras County | 2017,,06,009,06009,California,Calaveras County,2017,45681,,393,517,,27,454,481,493,8.637077899,11.36226278,,0.593387031,9.977693043,10.57108007,27917,140,0,0,0,140,40921843,140,5904,4780,7028,13.1,10.6,15.6,1590,1270,1910,21.1,16.9,25.3,1170,20.9,58536,53252,63820,16417,15420,997,6.1,2060809,44923,45874,1430443,100,1430443,8.99,373.76,223.39,172.99,1020.016,90,76.51311063218391,41.25443236644772,13.997350213455029,10.5,1,0.6111293535605613,44.78459161424919,3.0647315076289923,0.7921097921539166,0.670729508,
California | Calaveras County | 2018,,06,009,06009,California,Calaveras County,2018,45698,,406,494,,15,92,107,493,8.886067915,10.81211219,,0.328303002,2.013591744,2.341894746,28063,112,0,0,0,112,29518251,112,5454,4231,6677,12.1,9.4,14.8,1311,964,1658,17.5,12.9,22.1,922,16.7,62984,58166,67802,16507,15656,851,5.2,2126248,44911,47344,1355160,94.737,1389165,5.48,394.24,235.63,182.47,1020.016,90.4,75.41353719599428,40.37561466911546,12.83259002862278,11,1,0.6140968970195633,44.80125801948205,2.4508731235502648,0.037214597,0.5229788301035265,
California | Calaveras County | 2019,,06,009,06009,California,Calaveras County,2019,45905,,397,528,,15,323,338,493,8.66783839,11.52800673,,0.327500191,7.05217078,7.379670972,28181,117,0,0,0,117,28311027,117,5477,4255,6699,12.1,9.4,14.8,1479,1089,1869,19.6,14.4,24.8,1055,19.1,68248,61762,74734,16623,15808,815,4.9,2265563,45181,50144,1479943,103.46,1561384,4.79,413.13,246.92,191.21,1020.016,90.2,75.60157308863066,40.361848096654725,12.06183305667536,12,1,0.6138982681625095,45.004196012611565,2.548741967,0.4529738719418752,0.42048248583543835,
California | Calaveras County | 2020,,06,009,06009,California,Calaveras County,2020,45349,64,84,126,-42,0,123,123,442,,,,,,,27454,132,0,0,0,132,40762906,132,5310,4008,6612,11.6,8.8,14.4,1213,821,1605,16.1,10.9,21.3,858,15.5,66329,56704,75954,16897,15243,1654,9.8,2454936,45350,54133,1339547,93.646,1455805,3.13,426.07,254.66,197.2,1020.016,89.7,77.52791631725295,41.49128081779916,11.724709685143065,12,1,0.6053937242276566,44.45910652381924,2.9107587818915523,,,
California | Calaveras County | 2021,,06,009,06009,California,Calaveras County,2021,46259,910,361,588,-227,8,1182,1190,410,7.881407737,12.83730679,-4.955899048,0.174657235,25.8056065,25.98026373,27583,130,0,0,0,130,45386433,130,6198,5078,7318,13.5,11.1,15.9,1416,1058,1774,18.3,13.7,22.9,967,17,68298,61082,75514,17111,15837,1274,7.4,2624840,46262,56739,1358853,94.995,1540012,13.36,482.99,288.68,223.55,1020.016,90.8,79.23838401854991,41.04827418274791,13.262742871561947,13,1,0.5962731576558076,45.35124939,2.810263948637022,2.006659463273719,0.46987688497122093,
California | Calaveras County | 2022,,06,009,06009,California,Calaveras County,2022,46545,286,383,624,-241,22,481,503,377,8.253954571,13.44769622,-5.193741649,0.474117495,10.3659325,10.84005,27687,153,0,0,0,153,54687164,153,5561,4381,6741,12.1,9.5,14.7,1267,904,1630,16.2,11.6,20.8,861,14.9,73175,64882,81468,17509,16680,829,4.7,2611368,46544,56105,1377433,96.294,1661026,14.41,552.6,330.28,255.77,1020.016,92.6,80.11821482334189,41.02089552238807,12.706156873770032,14,1,0.5948436996455043,45.63163715078979,3.2871414759909765,0.6182580687001504,0.37704383134540276,
California | Calaveras County | 2023,,06,009,06009,California,Calaveras County,2023,46563,18,372,592,-220,45,190,235,371,7.990720454,12.71641535,-4.725694892,0.96661941,4.081281952,5.047901362,27785,123,0,0,0,123,45493184,5,5639,4559,6719,12.2,9.9,14.5,1228,873,1583,15.5,11,20,897,15.2,77041,69437,84645,17790,16849,941,5.3,2749333,46580,59024,1518423,106.151,1923764,-1.82,542.56,324.28,251.12,1020.016,93.3,82.86744815148782,38.91684776392543,14.130449688589223,15.5,1,0.5967184245001396,45.649283932801055,2.641582372269828,0.038672253,0.35395673059559485,
California | Calaveras County | 2024,,06,009,06009,California,Calaveras County,2024,46496,-67,373,548,-175,23,88,111,391,8.016419691,11.77747451,-3.761054815,0.494310061,1.891273278,2.38558334,27870,72,0,0,0,72,28495770,72,5302,4082,6522,11.5,8.9,14.1,1136,753,1519,14.4,9.6,19.2,811,13.7,79852,71190,88514,17654,16592,1062,6,2978686,46505,64051,1598733,111.765,2074294,3.89,563.64,336.88,260.88,1020.016,92.4,82.69979440969337,39.928599319462265,15.0008547,16,1,0.599406401,45.583598688648024,1.548520302821748,-0.143891072,0.30592046068023127,
California | Calaveras County | 2025,2025 is complete only for sources that had published county data by 2026-07-24; blanks from lagged sources are not zero.,06,009,06009,California,Calaveras County,2025,46605,109,366,542,-176,4,287,291,414,7.862428975,11.64326914,-3.780840163,0.085928186,6.165347311,6.251275497,27946,72,0,0,0,72,31987566,72,,,,,,,,,,,,,,,,,,17742,16612,1130,6.4,,,,,,,-0.96,558.21,333.63,258.36,1020.016,,,,,16.5,1,0.5996352322712155,45.690459757494004,1.5448986160283231,0.23442876806607504,0.27269465374955004,
California | Colusa County | 2010,,06,011,06011,California,Colusa County,2010,21437,,70,13,,2,-30,-28,225,,,,,,,7877,19,0,0,0,19,5003800,8,3161,2528,3794,14.9,11.9,17.9,1453,1147,1759,22.9,18.1,27.7,955,21.2,44981,41129,48833,11546,9116,2430,21,863987,21442,40294,1381681,106.969,1152507,-13.08,220.64,170.96,125.88,1150.679,70.5,62.08033868268189,38.3857974,10.995512676688357,8,0,0.3674488034706349,18.629869842067162,0.8863180482343611,,,
California | Colusa County | 2011,,06,011,06011,California,Colusa County,2011,21323,,336,176,,-25,-250,-275,225,15.71562208,8.231992516,,-1.169317119,-11.69317119,-12.86248831,7883,14,0,0,0,14,2849400,4,2825,2259,3391,13.2,10.5,15.9,1229,959,1499,19.5,15.2,23.8,829,18.5,47469,43205,51733,11334,8924,2410,21.3,860642,21350,40311,1408579,109.051,1303715,-6.31,206.71,160.17,117.94,1150.679,70.5,63.759615384615394,38.64577173270254,10.751024972046215,8,0,0.3696946958683112,18.530797902803474,0.6565680251371758,-0.531790829,0.076171131,
California | Colusa County | 2012,,06,011,06011,California,Colusa County,2012,21284,,302,144,,-31,-167,-198,248,14.17607435,6.759452672,,-1.45515995,-7.839087474,-9.294247424,7887,16,0,0,0,16,3522600,4,2835,2279,3391,13.4,10.8,16,1254,1005,1503,20.2,16.2,24.2,849,19.2,49871,45865,53877,11245,8906,2339,20.8,782405,21338,36667,1282490,99.289,1197594,-2.2,202.17,156.65,115.35,1150.679,69.5,61.51266944,36.602293301146645,10.021743632221993,8,0,0.3705600451043037,18.496904870950107,0.7517383950385266,-0.182901093,0.050742103,
California | Colusa County | 2013,,06,011,06011,California,Colusa County,2013,21250,,314,124,,-17,-210,-227,243,14.76465886,5.830629614,,-0.799360512,-9.874453378,-10.67381389,7892,49,0,0,0,49,12626116,38,2749,2155,3343,13,10.2,15.8,1190,925,1455,20,15.5,24.5,837,19.3,48897,44917,52877,11273,9123,2150,19.1,842509,21331,39497,1371562,106.185,1331490,8.5,219.35,169.96,125.15,1150.679,69.4,59.52596259102375,35.916024769672255,9.810785177,8,0,0.37138823529411763,18.46735709959076,2.3058823529411763,-0.159744409,0.063395461,
